Tempo Médio de Serviço,Tempo Médio de Fila,Tempo Médio no Sistema,Tempo Médio de Inatividade
8.065707177304432,3000.3400705905924,3008.4057777678977,0.004147666594668242
7.89485081362815,2919.6992448573374,2927.5940956709633,0.0025484400672663252
7.862709568220629,2833.3754784713637,2841.238188039586,0.006366776909965069
7.946830934478432,3061.8831625720663,3069.829993506549,0.0010636184963566642
8.158564036478039,3138.758590508892,3146.9171545453714,0.0029061080276514906
8.346098867214966,3198.8725792893038,3207.218678156521,0.006016419590162175
7.464206538000564,2709.032268019472,2716.4964745574703,0.0012259123524064773
7.514868344117507,2701.1714831365202,2708.6863514806373,0.0031858893534435794
7.947956357003705,2987.066194147037,2995.014150504042,0.009885838093459982
8.167777352475282,3120.2314719063206,3128.399249258797,7.256936158465142E-4
7.899695087111456,3005.172690679529,3013.0723857666444,0.00647717599523414
8.102747650039804,3224.5958686806666,3232.6986163307065,7.70063594791874E-4
7.965472074475645,3084.8826234108155,3092.8480954852944,0.008932145902883559
7.827953229648049,2747.549539966718,2755.3774931963617,0.004995234704533007
7.926341935840001,2993.2557886044315,3001.1821305402714,0.0038226805765436997
7.944986727424797,2994.2313358480096,3002.176322575433,0.004127089141538762
7.669845190221544,2762.0445031022637,2769.7143482924835,8.62492871818629E-5
8.198880164859762,3022.2402065902897,3030.4390867551533,0.0010080111995427157
7.854706866585722,2850.6879745000997,2858.542681366683,0.0016653013127032842
8.066722083355739,2961.09581598518,2969.1625380685296,0.0011117261762828969
